"%1","%1"
"The message goes to a member of staff rather than to the customer: the recipient is chosen under Stores > Configuration > Sales > Checkout > Payment Failed Emails.","The message goes to a member of staff rather than to the customer: the recipient is chosen under Stores > Configuration > Sales > Checkout > Payment Failed Emails."
"The message is only sent at all when Stores > Configuration > Customers > Newsletter asks subscribers to confirm.","The message is only sent at all when Stores > Configuration > Customers > Newsletter asks subscribers to confirm."
"The message is sent from the store's own General Contact identity, not from this address. Only a reply goes here.","The message is sent from the store's own General Contact identity, not from this address. Only a reply goes here."
"The message reports whatever the credit memo says at the moment it is sent; nothing in the template decides it.","The message reports whatever the credit memo says at the moment it is sent; nothing in the template decides it."
"The message reports whatever the invoice says at the moment it is sent; nothing in the template decides it.","The message reports whatever the invoice says at the moment it is sent; nothing in the template decides it."
"The message reports whatever the shipment says at the moment it is sent, including its tracking numbers; nothing in the template decides it.","The message reports whatever the shipment says at the moment it is sent, including its tracking numbers; nothing in the template decides it."
"The message that reached the checkout when the payment was refused is passed straight through to the template.","The message that reached the checkout when the payment was refused is passed straight through to the template."
"The model asks the product for its address in the current store and assigns it under this name.","The model asks the product for its address in the current store and assigns it under this name."
"The model escapes the address given on the sharing form and assigns it under this name. It also uses it as the address a reply to the message would go to.","The model escapes the address given on the sharing form and assigns it under this name. It also uses it as the address a reply to the message would go to."
"The model escapes the name given on the sharing form and assigns it under this name. It also uses it as the name a reply to the message would go to.","The model escapes the name given on the sharing form and assigns it under this name. It also uses it as the name a reply to the message would go to."
"The model prepares the product's image in the size the share-a-product message asks for and assigns its address. When the product has no image of that role, the placeholder's address is assigned instead.","The model prepares the product's image in the size the share-a-product message asks for and assigns its address. When the product has no image of that role, the placeholder's address is assigned instead."
"The model reads the name from the product being shared and assigns it under this name.","The model reads the name from the product being shared and assigns it under this name."
"The model takes the address from the sharing form, one per recipient, and assigns it under this name for that recipient's copy of the message.","The model takes the address from the sharing form, one per recipient, and assigns it under this name for that recipient's copy of the message."
"The model takes the name from the sharing form, one per recipient, and assigns it under this name for that recipient's copy of the message.","The model takes the name from the sharing form, one per recipient, and assigns it under this name for that recipient's copy of the message."
"The name inside the directive is a path into the values the sending code assigned to the template: the first part names one of those values and each part after a full stop reads something out of it.","The name inside the directive is a path into the values the sending code assigned to the template: the first part names one of those values and each part after a full stop reads something out of it."
"The name is unusually plain, and no other message assigns it. Do not expect it to mean anything outside the share-a-product message.","The name is unusually plain, and no other message assigns it. Do not expect it to mean anything outside the share-a-product message."
"The name messages sent from the General Contact identity appear to come from.","The name messages sent from the General Contact identity appear to come from."
"The name of the country in the store's own address.","The name of the country in the store's own address."
"The name of the customer the message is about.","The name of the customer the message is about."
"The name of the delivery method chosen on the basket.","The name of the delivery method chosen on the basket."
"The name of the payment method the shopper tried to pay with.","The name of the payment method the shopper tried to pay with."
"The name of the person the shared product is being sent to.","The name of the person the shared product is being sent to."
"The name of the person who placed the order.","The name of the person who placed the order."
"The name of the person who shared the product.","The name of the person who shared the product."
"The name of the product being shared.","The name of the product being shared."
"The name of the store the message is sent for, as customers are meant to see it.","The name of the store the message is sent for, as customers are meant to see it."
"The name the visitor typed into the contact form.","The name the visitor typed into the contact form."
"The name written after depend is read the same way a {{var}} path is. When it comes back empty the whole block is left out; otherwise the text inside it is rendered normally.","The name written after depend is read the same way a {{var}} path is. When it comes back empty the whole block is left out; otherwise the text inside it is rendered normally."
"The name written after if is read the same way a {{var}} path is. When it has a value the text up to {{else}} is rendered; when it is empty the text after {{else}} is rendered, and nothing at all if there is no {{else}}.","The name written after if is read the same way a {{var}} path is. When it has a value the text up to {{else}} is rendered; when it is empty the text after {{else}} is rendered, and nothing at all if there is no {{else}}."
"The name, the first street line, the region and the country are printed whether or not they are set, so an unfilled one leaves a blank line. The second street line, the city and the postcode are left out when they are empty.","The name, the first street line, the region and the country are printed whether or not they are set, so an unfilled one leaves a blank line. The second street line, the city and the postcode are left out when they are empty."
"The note an administrator wrote for the customer when the order was placed or edited.","The note an administrator wrote for the customer when the order was placed or edited."
"The note the person sharing the list or the product wrote to the recipient.","The note the person sharing the list or the product wrote to the recipient."
"The notification service builds the name with Magento\Customer\Helper\View::getCustomerName before sending, so any prefix, middle name and suffix that the store has made visible are included.","The notification service builds the name with Magento\Customer\Helper\View::getCustomerName before sending, so any prefix, middle name and suffix that the store has made visible are included."
"The number is issued by the store's own numbering sequence when the order is placed, and cannot be edited afterwards.","The number is issued by the store's own numbering sequence when the order is placed, and cannot be edited afterwards."
"The number is issued when the credit memo is raised and cannot be edited afterwards.","The number is issued when the credit memo is raised and cannot be edited afterwards."
"The number is issued when the invoice is raised and cannot be edited afterwards.","The number is issued when the invoice is raised and cannot be edited afterwards."
"The number is issued when the shipment is created and cannot be edited afterwards.","The number is issued when the shipment is created and cannot be edited afterwards."
"The numeric identifier of the store view the message is being sent for.","The numeric identifier of the store view the message is being sent for."
"The order","The order"
"The order confirmation template declares and prints this name, but no sender in Magento assigns it. It exists for an extension or an observer of the email_order_set_template_vars_before event to fill in.","The order confirmation template declares and prints this name, but no sender in Magento assigns it. It exists for an extension or an observer of the email_order_set_template_vars_before event to fill in."
"The order number the customer sees, such as 000000123.","The order number the customer sees, such as 000000123."
"The order the message is about.","The order the message is about."
"The order's billing address, laid out ready to print.","The order's billing address, laid out ready to print."
"The order's delivery address, laid out ready to print.","The order's delivery address, laid out ready to print."
"The order, invoice, shipment and credit memo senders ask the payment helper to render the payment method's information block for the order's store view, and assign the rendered block under this name.","The order, invoice, shipment and credit memo senders ask the payment helper to render the payment method's information block for the order's store view, and assign the rendered block under this name."
"The output parameter names the method to call on the block. When it names a method the block does not have, the block is rendered normally instead, so a mistyped method name fails quietly.","The output parameter names the method to call on the block. When it names a method the block does not have, the block is rendered normally instead, so a mistyped method name fails quietly."
"The override could not be deleted.","The override could not be deleted."
"The override could not be deleted. Please try again.","The override could not be deleted. Please try again."
"The override could not be renamed.","The override could not be renamed."
"The override could not be renamed. Please try again.","The override could not be renamed. Please try again."
"The override could not be switched on or off.","The override could not be switched on or off."
"The override could not be switched on or off. Please try again.","The override could not be switched on or off. Please try again."
"The parameter names a configuration setting rather than a template, so what is included changes by changing that setting, not by editing the directive.","The parameter names a configuration setting rather than a template, so what is included changes by changing that setting, not by editing the directive."
"The path comes from the product's URL key, on the product's Search Engine Optimization section under Catalog > Products.","The path comes from the product's URL key, on the product's Search Engine Optimization section under Catalog > Products."
"The payment method's own summary of how the order was paid for.","The payment method's own summary of how the order was paid for."
"The queue builds the link from the subscriber's own record as it sends each copy of a queued newsletter, and assigns it under subscriber_data.","The queue builds the link from the subscriber's own record as it sends each copy of a queued newsletter, and assigns it under subscriber_data."
"The quoted text is looked up in the translations for the store view the message is sent in and printed. Parameters written after it fill the placeholders in the text: a parameter named var fills %var.","The quoted text is looked up in the translations for the store view the message is sent in and printed. Parameters written after it fill the placeholders in the text: a parameter named var fills %var."
"The region or state in the store's own address.","The region or state in the store's own address."
"The same is true of any other method spelled into a {{var}} path whose value nothing has put on the object first. Only the values the sending code assigned can be read.","The same is true of any other method spelled into a {{var}} path whose value nothing has put on the object first. Only the values the sending code assigned can be read."
"The sender assigns the credit memo's own primary key alongside the credit memo record.","The sender assigns the credit memo's own primary key alongside the credit memo record."
"The sender assigns the invoice's own primary key alongside the invoice record.","The sender assigns the invoice's own primary key alongside the invoice record."
"The sender assigns the order's own primary key alongside the order record.","The sender assigns the order's own primary key alongside the order record."
"The sender assigns the shipment's own primary key alongside the shipment record.","The sender assigns the shipment's own primary key alongside the shipment record."
"The sender calls getCreatedAtFormatted(2) on the order, which formats the date and the time at medium length in the time zone configured for the order's store view.","The sender calls getCreatedAtFormatted(2) on the order, which formats the date and the time at medium length in the time zone configured for the order's store view."
"The sender calls getCustomerName() on the order and files the result under order_data. Every sales sender assembles the same order_data group, so the order, invoice, shipment and credit memo messages all carry it.","The sender calls getCustomerName() on the order and files the result under order_data. Every sales sender assembles the same order_data group, so the order, invoice, shipment and credit memo messages all carry it."
"The sender calls getEmailCustomerNote() on the order and files the result under order_data.","The sender calls getEmailCustomerNote() on the order and files the result under order_data."
"The sender calls getFrontendStatusLabel() on the order. That is the customer-facing label of the status rather than its internal code, and the two can differ.","The sender calls getFrontendStatusLabel() on the order. That is the customer-facing label of the status rather than its internal code, and the two can differ."
"The sender calls getIsNotVirtual() on the order, which is the negation of the order's virtual flag, and files the result under order_data.","The sender calls getIsNotVirtual() on the order, which is the negation of the order's virtual flag, and files the result under order_data."
"The sender puts the credit memo record itself under this name, beside the order it belongs to.","The sender puts the credit memo record itself under this name, beside the order it belongs to."
"The sender puts the invoice record itself under this name, beside the order it belongs to.","The sender puts the invoice record itself under this name, beside the order it belongs to."
"The sender puts the order record itself under this name. The invoice, shipment and credit memo senders pass the same record under the same name, so the order messages and the documents raised against an order all see it.","The sender puts the order record itself under this name. The invoice, shipment and credit memo senders pass the same record under the same name, so the order messages and the documents raised against an order all see it."
"The sender puts the shipment record itself under this name, beside the order it belongs to.","The sender puts the shipment record itself under this name, beside the order it belongs to."
"The sending code decides which variables a message receives, so a name assigned to one family of messages does not exist in another. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to one family of messages does not exist in another. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so a name assigned to the confirmation request does not exist in the success or unsubscribe messages. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to the confirmation request does not exist in the success or unsubscribe messages. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so a name assigned to the credit memo messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to the credit memo messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so a name assigned to the customer account messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to the customer account messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so a name assigned to the invoice messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to the invoice messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so a name assigned to the shipment messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so a name assigned to the shipment messages does not exist in another family. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so the names in this set exist only in the payment failure message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so the names in this set exist only in the payment failure message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so the names in this set exist only in the share-a-product message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so the names in this set exist only in the share-a-product message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so the names under data exist only in the contact form message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so the names under data exist only in the contact form message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so this name exists only in the product alert messages. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so this name exists only in the product alert messages. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code decides which variables a message receives, so this name exists only in the wish list sharing message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all.","The sending code decides which variables a message receives, so this name exists only in the wish list sharing message. An unassigned name is not an error: Magento\Email\Model\Template\Filter::varDirective asks for the variable with an empty string as its fallback, so the directive quietly produces nothing at all."
"The sending code formats the basket's billing address in the html layout and assigns the result under this name.","The sending code formats the basket's billing address in the html layout and assigns the result under this name."
"The sending code formats the basket's shipping address in the html layout and assigns the result under this name.","The sending code formats the basket's shipping address in the html layout and assigns the result under this name."
"The sending code formats the current moment at medium date and time length. Despite the template's label it is the moment the message is composed, not the moment the payment was attempted.","The sending code formats the current moment at medium date and time length. Despite the template's label it is the moment the message is composed, not the moment the payment was attempted."
"The sending code has already made the text safe and converted its line breaks, which is why the shipped templates print it with the raw idiom. Escaping it a second time would show the line-break tags as text.","The sending code has already made the text safe and converted its line breaks, which is why the shipped templates print it with the raw idiom. Escaping it a second time would show the line-break tags as text."
"The sending code joins the basket's store currency code and its grand total into one string.","The sending code joins the basket's store currency code and its grand total into one string."
"The sending code reads the title configured for the method the basket was using.","The sending code reads the title configured for the method the basket was using."
"The sending code takes the carrier from the basket's shipping method and reads that carrier's configured title.","The sending code takes the carrier from the basket's shipping method and reads that carrier's configured title."
"The setting at ""%1"" is deliberately not editable from the email template editor, because getting it wrong affects far more than a message.","The setting at ""%1"" is deliberately not editable from the email template editor, because getting it wrong affects far more than a message."
"The setting is Logo Height, in the Transactional Emails section of a design configuration record.","The setting is Logo Height, in the Transactional Emails section of a design configuration record."
"The setting is Logo Image Alt, in the Transactional Emails section of a design configuration record.","The setting is Logo Image Alt, in the Transactional Emails section of a design configuration record."
"The setting is Logo Image, in the Transactional Emails section of a design configuration record.","The setting is Logo Image, in the Transactional Emails section of a design configuration record."
"The setting is Logo Width, in the Transactional Emails section of a design configuration record.","The setting is Logo Width, in the Transactional Emails section of a design configuration record."
"The sharing forms accept an empty note, so the shipped templates wrap it in a depend directive.","The sharing forms accept an empty note, so the shipped templates wrap it in a depend directive."
"The shipment","The shipment"
"The shipment number the customer sees.","The shipment number the customer sees."
"The shipment the message is about.","The shipment the message is about."
"The shipped header does the falling back itself: when nothing is set it draws the logo 180 pixels wide.","The shipped header does the falling back itself: when nothing is set it draws the logo 180 pixels wide."
"The shipped templates print it escaped and then turn its line breaks into markup, so what the administrator typed is shown as text and its paragraphs survive.","The shipped templates print it escaped and then turn its line breaks into markup, so what the administrator typed is shown as text and its paragraphs survive."
"The shipped templates wrap it in a depend directive, because an unset phone number would otherwise leave a sentence such as ""or call us at"" with nothing after it.","The shipped templates wrap it in a depend directive, because an unset phone number would otherwise leave a sentence such as ""or call us at"" with nothing after it."
"The shipped templates write this call with slightly different arguments in different messages, and each spelling is a separate entry here.","The shipped templates write this call with slightly different arguments in different messages, and each spelling is a separate entry here."
"The shipping method the customer chose, as it was worded when the order was placed.","The shipping method the customer chose, as it was worded when the order was placed."
"The stand-in used when there is no image is set under Stores > Configuration > Catalog > Catalog > Product Image Placeholders.","The stand-in used when there is no image is set under Stores > Configuration > Catalog > Catalog > Product Image Placeholders."
"The status of the order in the wording shown to customers.","The status of the order in the wording shown to customers."
"The store views on this installation are listed under Stores, All Stores.","The store views on this installation are listed under Stores, All Stores."
"The store's opening hours, as recorded in the store information.","The store's opening hours, as recorded in the store information."
"The store's own postal address, already laid out over several lines.","The store's own postal address, already laid out over several lines."
"The store's telephone number, as recorded in the store information.","The store's telephone number, as recorded in the store information."
"The style rules a message carries of its own, printed inside the header's style block.","The style rules a message carries of its own, printed inside the header's style block."
"The stylesheet the message carries in its head, taken from the current theme.","The stylesheet the message carries in its head, taken from the current theme."
"The subscriber model builds the link from the subscriber's confirmation code and assigns it under subscriber_data before sending the confirmation request.","The subscriber model builds the link from the subscriber's confirmation code and assigns it under subscriber_data before sending the confirmation request."
"The telephone number the visitor typed into the contact form.","The telephone number the visitor typed into the contact form."
"The template list could not be loaded.","The template list could not be loaded."
"The template list could not be loaded. Please try again.","The template list could not be loaded. Please try again."
"The template model builds a storefront address for the store view and appends the customer's id together with the reset token held on their account, so the link only works for that customer.","The template model builds a storefront address for the store view and appends the customer's id together with the reset token held on their account, so the link only works for that customer."
"The template model itself is available under the name this while a message is rendered, and getUrl builds a storefront address for the store view passed to it. The _nosid argument keeps the session identifier out of the link.","The template model itself is available under the name this while a message is rendered, and getUrl builds a storefront address for the store view passed to it. The _nosid argument keeps the session identifier out of the link."
"The text between the quotation marks is both what is printed and the key the translation is looked up by. Changing it means any translation of the old wording no longer applies to it.","The text between the quotation marks is both what is printed and the key the translation is looked up by. Changing it means any translation of the old wording no longer applies to it."
"The text has to be in quotation marks. When it is not, or the closing quotation mark is missing, the directive prints nothing at all rather than printing the text as written.","The text has to be in quotation marks. When it is not, or the closing quotation mark is missing, the directive prints nothing at all rather than printing the text as written."
"The time zone and the wording follow the locale settings under Stores > Configuration > General > Locale Options.","The time zone and the wording follow the locale settings under Stores > Configuration > General > Locale Options."
"The time zone comes from Stores > Configuration > General > Locale Options for the store view the order belongs to.","The time zone comes from Stores > Configuration > General > Locale Options for the store view the order belongs to."
"The url parameter is the path the address is built for; an empty one gives the home page. A direct_url parameter is used as the path without any routing. Parameters whose name starts with _query_ become query-string parameters of the result.","The url parameter is the path the address is built for; an empty one gives the home page. A direct_url parameter is used as the path without any routing. Parameters whose name starts with _query_ become query-string parameters of the result."
"The url parameter names the file and the directive prints the address it has been published at for the theme the message is rendered with.","The url parameter names the file and the directive prints the address it has been published at for the theme the message is rendered with."
"The value at ""%1"" could not be prepared for saving, so nothing was changed: %2","The value at ""%1"" could not be prepared for saving, so nothing was changed: %2"
"The value at ""%1"" is stored encrypted, so it is neither shown nor changed from here.","The value at ""%1"" is stored encrypted, so it is neither shown nor changed from here."
"The value behind ""%1"" is not one this editor changes. Whatever the panel offered, this is decided here rather than in the browser.","The value behind ""%1"" is not one this editor changes. Whatever the panel offered, this is decided here rather than in the browser."
"The value can differ per store view, so check the scope switcher on the configuration page before deciding the value is wrong.","The value can differ per store view, so check the scope switcher on the configuration page before deciding the value is wrong."
"The value can differ per store view. The scope named beside the editor is the one that will be written.","The value can differ per store view. The scope named beside the editor is the one that will be written."
"The value carries markup in both messages, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom.","The value carries markup in both messages, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom."
"The value comes from what the shopper entered in the checkout and cannot be changed from the template.","The value comes from what the shopper entered in the checkout and cannot be changed from the template."
"The value contains br tags. With no formatting the directive escapes them and they appear in the message as text, which is why this one is normally written with the raw idiom.","The value contains br tags. With no formatting the directive escapes them and they appear in the message as text, which is why this one is normally written with the raw idiom."
"The value could not be changed. See the log for details.","The value could not be changed. See the log for details."
"The value could not be saved.","The value could not be saved."
"The value could not be saved. Please try again.","The value could not be saved. Please try again."
"The value for ""%1"" could not be checked, so it was not saved: %2","The value for ""%1"" could not be checked, so it was not saved: %2"
"The value has already been made safe by the sending code, so the message shows it as text whatever the directive is asked to do.","The value has already been made safe by the sending code, so the message shows it as text whatever the directive is asked to do."
"The value is a block of style rules, so a directive that escapes it shows them as text inside the message. The shipped header prints it with the raw idiom.","The value is a block of style rules, so a directive that escapes it shows them as text inside the message. The shipped header prints it with the raw idiom."
"The value is a rendered block of markup, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom.","The value is a rendered block of markup, so a directive that escapes it shows the tags as text. The shipped templates print it with the raw idiom."
"The value is decided by the code reporting the failure and cannot be changed from the template.","The value is decided by the code reporting the failure and cannot be changed from the template."
"The value of the ""%1"" configuration field, read for the store view the message is sent in.","The value of the ""%1"" configuration field, read for the store view the message is sent in."
"The value of the basket the payment failed for.","The value of the basket the payment failed for."
"The value of the url parameter is appended to the media base address of the store view the message is sent in. HTML entities in the parameter are decoded first, so an address written with &amp; in it still comes out correct.","The value of the url parameter is appended to the media base address of the store view the message is sent in. HTML entities in the parameter are decoded first, so an address written with &amp; in it still comes out correct."
"The value shown above is the translated text with its placeholders left standing. What fills them is supplied by the code that sends the message, not by the directive, so a recipient sees a value in each place where a per cent sign and a name appear here.","The value shown above is the translated text with its placeholders left standing. What fills them is supplied by the code that sends the message, not by the directive, so a recipient sees a value in each place where a per cent sign and a name appear here."
"The variable knowledge base has no entry for this directive. Nothing here describes what it renders - only that the description is missing.","The variable knowledge base has no entry for this directive. Nothing here describes what it renders - only that the description is missing."
"The variables could not be loaded.","The variables could not be loaded."
"The variables could not be loaded. Please try again.","The variables could not be loaded. Please try again."
"The version history could not be loaded.","The version history could not be loaded."
"The version history could not be loaded. Please try again.","The version history could not be loaded. Please try again."
"The wish list controller escapes what was typed and turns its line breaks into markup before assigning it, and appends the feed link when one was asked for. Magento\SendFriend\Model\SendFriend::send prepares the note on the share-a-product message exactly the same way.","The wish list controller escapes what was typed and turns its line breaks into markup before assigning it, and appends the feed link when one was asked for. Magento\SendFriend\Model\SendFriend::send prepares the note on the share-a-product message exactly the same way."
"The wish list controller renders the list's items into a storefront block and assigns the rendered block under this name. The payment failure message assigns a different thing under the same name: Magento\Sales\Model\Service\PaymentFailuresService builds one line per basket item and joins them with line-break markup.","The wish list controller renders the list's items into a storefront block and assigns the rendered block under this name. The payment failure message assigns a different thing under the same name: Magento\Sales\Model\Service\PaymentFailuresService builds one line per basket item and joins them with line-break markup."
"The wording comes from the payment method that refused the payment and cannot be changed from the template.","The wording comes from the payment method that refused the payment and cannot be changed from the template."
"The wording is built in the sending code and cannot be changed from the template.","The wording is built in the sending code and cannot be changed from the template."
"The words shown in place of the logo when the picture cannot be loaded.","The words shown in place of the logo when the picture cannot be loaded."
"The {{block}} directive","The {{block}} directive"
"The {{config}} directive","The {{config}} directive"
"The {{css}} directive","The {{css}} directive"
"The {{customVar}} directive","The {{customVar}} directive"
"The {{depend}} directive","The {{depend}} directive"
"The {{for}} directive","The {{for}} directive"
"The {{if}} directive","The {{if}} directive"
"The {{inlinecss}} directive","The {{inlinecss}} directive"
"The {{layout}} directive","The {{layout}} directive"
"The {{media}} directive","The {{media}} directive"
"The {{protocol}} directive","The {{protocol}} directive"
"The {{store}} directive","The {{store}} directive"
"The {{template}} directive","The {{template}} directive"
"The {{trans}} directive","The {{trans}} directive"
"The {{var}} directive","The {{var}} directive"
"The {{view}} directive","The {{view}} directive"
"Theme","Theme"
"Theme ""%1"" imported successfully.","Theme ""%1"" imported successfully."
"Theme CSS is required.","Theme CSS is required."
"Theme ID is required.","Theme ID is required."
"Theme Name","Theme Name"
"Theme deleted successfully.","Theme deleted successfully."
"Theme name is required.","Theme name is required."
"Theme saved successfully.","Theme saved successfully."
"Theme scope updated.","Theme scope updated."
"Theme with ID ""%1"" does not exist.","Theme with ID ""%1"" does not exist."
"Themes","Themes"
"There is no comparison and there is no chain of conditions. The only question asked is whether the value is empty, and there is no way to write ""otherwise, if"".","There is no comparison and there is no chain of conditions. The only question asked is whether the value is empty, and there is no way to write ""otherwise, if""."
"There is no comparison here. The only question asked is whether the value is empty, so the directive cannot test a value against another value.","There is no comparison here. The only question asked is whether the value is empty, so the directive cannot test a value against another value."
"There is no store view with the identifier %1, so nothing was changed.","There is no store view with the identifier %1, so nothing was changed."
"There is nowhere in the admin to change this.","There is nowhere in the admin to change this."
"This comparison could not be built.","This comparison could not be built."
"This comparison could not be built. Please try again.","This comparison could not be built. Please try again."
"This describes what the %1 directive does. The knowledge base has no entry for this particular one.","This describes what the %1 directive does. The knowledge base has no entry for this particular one."
"This description comes from the list of variables the template declares about itself, which records a name and nothing more. What the value actually contains is not recorded there.","This description comes from the list of variables the template declares about itself, which records a name and nothing more. What the value actually contains is not recorded there."
"This directive could not be looked up.","This directive could not be looked up."
"This directive could not be looked up. Please try again.","This directive could not be looked up. Please try again."
"This directive could not be read as a knowledge base key, so nothing was looked up. Either its kind is not one this editor publishes, or it contains characters a key may not carry.","This directive could not be read as a knowledge base key, so nothing was looked up. Either its kind is not one this editor publishes, or it contains characters a key may not carry."
"This directive does not reliably render the value that is stored: it renders the name of the region when the stored value matches a region record, and the stored value itself when it does not.","This directive does not reliably render the value that is stored: it renders the name of the region when the stored value matches a region record, and the stored value itself when it does not."
"This directive does not render the value that is stored: it renders the name of the country the stored country code names.","This directive does not render the value that is stored: it renders the name of the country the stored country code names."
"This directive is longer than a knowledge base key may be, so it was shortened before being looked up and a matching entry may have been missed.","This directive is longer than a knowledge base key may be, so it was shortened before being looked up and a matching entry may have been missed."
"This directive is longer than the knowledge base keys on, so what is shown is the general answer for directives of its kind.","This directive is longer than the knowledge base keys on, so what is shown is the general answer for directives of its kind."
"This directive is not in the knowledge base, so nothing is claimed about what it means. The steps below are the general ones for finding out.","This directive is not in the knowledge base, so nothing is claimed about what it means. The steps below are the general ones for finding out."
"This directive names no configuration path, so there is no value to change.","This directive names no configuration path, so there is no value to change."
"This directive names no custom variable, so there is no value to change.","This directive names no custom variable, so there is no value to change."
"This directive shapes the template rather than producing a value of its own.","This directive shapes the template rather than producing a value of its own."
"This directive takes no formatting at all. A parameter that is not in quotation marks runs to the next space, so {{customVar code=my_code|escape}} looks for a variable whose code is my_code|escape, finds none, and prints nothing.","This directive takes no formatting at all. A parameter that is not in quotation marks runs to the next space, so {{customVar code=my_code|escape}} looks for a variable whose code is my_code|escape, finds none, and prints nothing."
"This directive takes no formatting modifiers. A chain written after the code is read as part of the code, so the lookup finds no variable and the directive renders as nothing at all.","This directive takes no formatting modifiers. A chain written after the code is read as part of the code, so the lookup finds no variable and the directive renders as nothing at all."
"This directive takes no formatting. A vertical bar written inside it is either dropped, or - if the path is not in quotation marks - becomes part of the path, which then matches nothing and renders as an empty string.","This directive takes no formatting. A vertical bar written inside it is either dropped, or - if the path is not in quotation marks - becomes part of the path, which then matches nothing and renders as an empty string."
"This does not print the address of the shop. On a standard installation it prints nothing at all.","This does not print the address of the shop. On a standard installation it prints nothing at all."
"This does not print the store view id. On a standard installation it prints nothing at all.","This does not print the store view id. On a standard installation it prints nothing at all."
"This editor has no address for loading variables.","This editor has no address for loading variables."
"This editor has no address for saving a value, so nothing was sent.","This editor has no address for saving a value, so nothing was sent."
"This editor has no address for the variable knowledge base, so nothing can be looked up.","This editor has no address for the variable knowledge base, so nothing can be looked up."
"This formatting could not be read as a list of modifiers, so it is shown as it is written and left alone. Edit it in the template itself.","This formatting could not be read as a list of modifiers, so it is shown as it is written and left alone. Edit it in the template itself."
"This is a draft — your changes are saved but not live yet. Publish this draft to apply it to sent emails.","This is a draft — your changes are saved but not live yet. Publish this draft to apply it to sent emails."
